,municipality,house_price,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,year,quarter_num,quarter_ord,log_price_sqm,avg_income,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university
3873,Grândola,1221.0,701.8895611111111,7.629234359903381,12.454347826086956,239.8,2.606521739130435,2020,4,5,7.107425474110705,1045.2,2.0,0.0,2.0,3.0,1.0,11.0,4.0,0.0,6.0,15.0,9.0,5.0,41.0,5.0,3.0,1.0
3874,Odemira,1141.0,722.3231083333334,7.851338134057971,12.308695652173911,262.5,2.8532608695652173,2020,4,5,7.039660349862076,922.8,2.0,0.0,1.0,4.0,0.0,12.0,1.0,1.0,0.0,15.0,11.0,11.0,58.0,7.0,0.0,0.0
3875,Santiago do Cacém,1005.0,710.5933111111111,7.723840338164251,13.764130434782608,277.2,3.0130434782608693,2020,4,5,6.912742820493176,1072.6,0.0,0.0,2.0,5.0,1.0,12.0,3.0,0.0,5.0,15.0,7.0,6.0,37.0,2.0,1.0,1.0
3876,Sines,1320.0,708.4260166666667,7.700282789855072,13.292391304347827,268.0,2.9130434782608696,2020,4,5,7.1853870155804165,1861.8,1.0,0.0,2.0,6.0,1.0,5.0,3.0,1.0,3.0,8.0,7.0,1.0,17.0,1.0,1.0,1.0
3877,Aljustrel,493.0,682.6098555555556,7.419672342995169,10.625,248.4,2.7,2020,4,5,6.20050917404269,1193.8,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,12.0,1.0,2.0,0.0
3878,Almodôvar,613.0,707.5079361111111,7.690303653381642,12.048913043478262,205.9,2.23804347826087,2020,4,5,6.418364935936212,945.4,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,13.0,0.0,0.0,0.0
3879,Alvito,810.4929078014185,638.5565388888889,6.940831944444445,4.7228260869565215,743.1,8.07717391304348,2020,4,5,6.697642590738209,1045.4,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0
3880,Beja,740.0,669.02805,7.272044021739131,10.679347826086955,264.1,2.870652173913044,2020,4,5,6.606650186198215,1128.7,2.0,0.0,1.0,2.0,1.0,8.0,3.0,3.0,13.0,12.0,6.0,3.0,42.0,3.0,2.0,2.0
3881,Castro Verde,547.0,690.006025,7.500065489130435,11.503260869565215,201.0,2.1847826086956523,2020,4,5,6.304448802421981,1941.1,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,21.0,1.0,1.0,0.0
3882,Cuba,467.0,789.1343583333334,8.577547373188406,14.459782608695653,225.2,2.4478260869565216,2020,4,5,6.1463292576688975,1024.1,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,3.0,2.0,9.0,2.0,1.0,0.0
3884,Mértola,402.0,696.4948777777778,7.570596497584541,10.095652173913043,231.7,2.518478260869565,2020,4,5,5.996452088619021,889.1,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,13.0,4.0,5.0,4.0,16.0,2.0,3.0,0.0
3885,Moura,480.0,666.3054583333334,7.242450634057971,9.284782608695652,256.0,2.782608695652174,2020,4,5,6.173786103901937,974.5,1.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,6.0,12.0,9.0,2.0,22.0,1.0,1.0,0.0
3886,Ourique,578.0,695.67475,7.561682065217392,11.286956521739132,207.9,2.259782608695652,2020,4,5,6.359573868672378,925.6,2.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,2.0,7.0,4.0,3.0,32.0,3.0,0.0,0.0
3887,Serpa,467.0,660.415938888889,7.1784341183574885,9.657608695652174,268.4,2.917391304347826,2020,4,5,6.1463292576688975,913.4,2.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,12.0,12.0,9.0,4.0,28.0,3.0,0.0,0.0
3888,Vidigueira,452.0,648.562525,7.049592663043478,11.15,311.9,3.3902173913043474,2020,4,5,6.113682179832232,984.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0
3889,Alter do Chão,276.0,624.9802777777778,6.793263888888889,9.91304347826087,338.0,3.6739130434782608,2020,4,5,5.62040086571715,932.6,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,2.0,0.0,1.0
3890,Arronches,391.0,633.8863444444445,6.890068961352657,10.728260869565217,282.2,3.067391304347826,2020,4,5,5.968707559985366,906.1,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,0.0,0.0
3891,Avis,453.0,632.1044833333333,6.870700905797101,10.49891304347826,299.0,3.25,2020,4,5,6.115892125483034,974.4,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,7.0,2.0,2.0,14.0,0.0,0.0,0.0
3893,Castelo de Vide,390.0,639.2362333333333,6.948219927536232,12.553260869565218,317.0,3.4456521739130435,2020,4,5,5.966146739123692,906.6,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0
3894,Crato,368.0,997.8266222222222,10.84594154589372,7.939130434782609,100.3,1.0902173913043478,2020,4,5,5.908082938168931,867.9,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,4.0,4.0,3.0,9.0,2.0,2.0,1.0
3895,Elvas,562.0,641.7798083333333,6.975867481884058,10.458695652173914,259.1,2.816304347826087,2020,4,5,6.331501849893691,941.6,1.0,0.0,1.0,3.0,1.0,13.0,5.0,3.0,15.0,11.0,10.0,9.0,23.0,3.0,6.0,1.0
3896,Fronteira,415.0,1007.6704611111112,10.95293979468599,8.902173913043478,268.8,2.9217391304347826,2020,4,5,6.028278520230698,956.7,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
3899,Monforte,297.0,625.9442027777778,6.803741334541064,10.347826086956522,274.8,2.9869565217391307,2020,4,5,5.6937321388027,1034.5,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,6.0,2.0,0.0,0.0
3900,Nisa,353.0,673.4961722222222,7.3206105676328495,7.9543478260869565,334.2,3.632608695652174,2020,4,5,5.8664680569332965,854.3,1.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,0.0
3901,Ponte de Sor,568.0,626.2556277777778,6.807126388888889,11.778260869565216,332.6,3.615217391304348,2020,4,5,6.342121418721152,1073.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,0.0,3.0,10.0,6.0,5.0,25.0,3.0,4.0,0.0
3902,Portalegre,635.0,624.9802777777778,6.793263888888889,9.91304347826087,338.0,3.6739130434782608,2020,4,5,6.453624998892692,1041.3,11.0,11.0,6.0,30.0,10.0,62.0,30.0,8.0,78.0,107.0,65.0,44.0,221.0,31.0,28.0,16.0
3903,Sousel,368.0,634.1319138888889,6.892738194444445,10.564130434782609,292.3,3.1771739130434784,2020,4,5,5.908082938168931,963.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0
3904,Alandroal,483.0,645.7784138888888,7.019330585748792,9.744565217391305,294.8,3.2043478260869565,2020,4,5,6.180016653652572,994.8,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,6.0,5.0,7.0,3.0,15.0,1.0,0.0,0.0
3906,Borba,441.0,631.9884333333333,6.869439492753623,11.945652173913045,295.9,3.2163043478260867,2020,4,5,6.089044875446846,992.8,1.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,3.0,4.0,3.0,2.0,14.0,0.0,2.0,0.0
3907,Estremoz,597.0,635.4651555555556,6.907229951690822,11.835869565217392,312.4,3.395652173913043,2020,4,5,6.391917113392602,1001.6,2.0,0.0,1.0,3.0,0.0,8.0,2.0,1.0,8.0,10.0,8.0,3.0,29.0,1.0,1.0,0.0
3908,Évora,1316.0,647.13515,7.034077717391304,11.497826086956522,322.9,3.509782608695652,2020,4,5,7.182352111885263,1166.6,3.0,0.0,5.0,2.0,2.0,27.0,7.0,1.0,13.0,22.0,11.0,8.0,53.0,4.0,4.0,9.0
3910,Mora,521.0,678.4994444444444,7.374993961352657,11.345652173913043,119.7,1.3010869565217391,2020,4,5,6.255750041753367,1010.6,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,6.0,4.0,1.0,6.0,0.0,0.0,0.0
3912,Portel,328.0,905.5335861111112,9.842756370772948,8.303260869565218,347.8,3.780434782608696,2020,4,5,5.793013608384144,965.5,2.0,1.0,2.0,4.0,0.0,6.0,3.0,1.0,8.0,8.0,4.0,3.0,20.0,2.0,1.0,1.0
3914,Reguengos de Monsaraz,589.0,653.7099083333334,7.105542481884059,10.153260869565218,293.0,3.1847826086956523,2020,4,5,6.3784261836515865,985.8,1.0,1.0,1.0,2.0,0.0,3.0,4.0,1.0,7.0,6.0,3.0,2.0,14.0,0.0,1.0,1.0
3915,Vendas Novas,801.0,655.2499555555555,7.122282125603864,11.73913043478261,265.0,2.880434782608696,2020,4,5,6.68586094706836,1095.4,1.0,0.0,0.0,2.0,0.0,9.0,3.0,0.0,1.0,4.0,3.0,1.0,15.0,4.0,1.0,0.0
3916,Viana do Alentejo,571.0,637.8469972222222,6.933119535024154,10.240217391304348,317.7,3.4532608695652174,2020,4,5,6.3473892096560105,951.2,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0
3917,Vila Viçosa,510.0,617.2117527777777,6.708823399758454,10.844565217391304,291.2,3.165217391304348,2020,4,5,6.234410725718371,1112.9,1.0,0.0,0.0,3.0,0.0,6.0,1.0,1.0,4.0,6.0,6.0,4.0,14.0,1.0,3.0,0.0
3918,Albufeira,2037.0,752.9455916666667,8.184191213768116,12.633695652173913,261.9,2.8467391304347824,2020,4,5,7.619233416226805,1062.1,2.0,0.0,0.0,1.0,1.0,16.0,2.0,6.0,4.0,18.0,9.0,7.0,44.0,7.0,2.0,0.0
3919,Alcoutim,810.4929078014185,702.6105138888889,7.637070803140097,10.709782608695653,196.3,2.133695652173913,2020,4,5,6.697642590738209,897.4,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,2.0,3.0,2.0,6.0,1.0,0.0,0.0
3920,Aljezur,1768.0,738.8779361111111,8.031281914251208,16.457608695652173,282.3,3.0684782608695653,2020,4,5,7.477604243197589,915.7,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,4.0,3.0,3.0,13.0,0.0,0.0,0.0
3922,Faro,1754.0,753.3746972222223,8.188855404589372,12.269565217391303,213.7,2.3228260869565216,2020,4,5,7.469654172932128,1215.0,4.0,0.0,4.0,5.0,3.0,29.0,5.0,6.0,10.0,21.0,7.0,7.0,53.0,8.0,6.0,3.0
3923,Lagoa,1841.0,1491.3886833333331,8.105373278985507,11.941304347826089,484.6,2.633695652173913,2020,4,5,7.518064181233078,1072.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0
3924,Lagoa,1841.0,1491.3886833333331,8.105373278985507,11.941304347826089,484.6,2.633695652173913,2020,4,5,7.518064181233078,972.5,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0
3925,Lagos,2106.0,913.9921416666666,9.934697192028985,11.18586956521739,209.4,2.276086956521739,2020,4,5,7.652545692693921,1019.3,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,10.0,5.0,6.0,32.0,5.0,2.0,0.0
3926,Loulé,2347.0,740.9952166666667,8.054295833333333,13.557608695652174,298.5,3.244565217391304,2020,4,5,7.760893195851024,1082.9,4.0,0.0,4.0,6.0,4.0,47.0,7.0,7.0,19.0,35.0,13.0,16.0,95.0,14.0,9.0,4.0
3927,Monchique,686.0,729.8659138888889,7.933325150966184,11.965217391304348,318.4,3.460869565217391,2020,4,5,6.530877627725885,935.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0
3930,São Brás de Alportel,1277.0,739.8836138888889,8.042213194444445,13.142391304347823,274.3,2.981521739130435,2020,4,5,7.152268856032539,997.4,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,2.0,1.0,1.0,13.0,3.0,2.0,0.0
3931,Silves,1493.0,722.9887694444444,7.858573580917874,11.958695652173914,261.8,2.845652173913044,2020,4,5,7.30854279753919,1011.0,3.0,1.0,1.0,6.0,1.0,35.0,5.0,5.0,11.0,36.0,13.0,16.0,68.0,16.0,5.0,0.0
3932,Tavira,1985.0,747.3561611111111,8.123436533816426,11.858695652173912,247.7,2.692391304347826,2020,4,5,7.59337419312129,967.2,3.0,0.0,1.0,2.0,0.0,22.0,2.0,2.0,12.0,16.0,7.0,6.0,30.0,13.0,3.0,0.0
3933,Vila do Bispo,1654.0,750.7276833333333,8.160083514492753,16.770652173913046,238.7,2.5945652173913043,2020,4,5,7.4109518755836366,960.2,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,3.0,2.0,3.0,6.0,0.0,0.0,0.0
3934,Vila Real de Santo António,1672.0,726.5739694444444,7.897543146135265,11.340217391304348,268.7,2.9206521739130435,2020,4,5,7.421775793644647,966.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,10.0,8.0,5.0,21.0,6.0,3.0,0.0
3935,Angra do Heroísmo,854.0,721.0817666666667,7.837845289855073,15.873913043478264,285.0,3.097826086956522,2020,4,5,6.74993119378857,1106.8,1.0,0.0,1.0,5.0,1.0,4.0,2.0,2.0,14.0,11.0,5.0,3.0,42.0,1.0,4.0,1.0
3939,Lagoa,851.0,1491.3886833333331,8.105373278985507,11.941304347826089,484.6,2.633695652173913,2020,4,5,6.7464121285733745,1072.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0
3940,Lagoa,851.0,1491.3886833333331,8.105373278985507,11.941304347826089,484.6,2.633695652173913,2020,4,5,6.7464121285733745,972.5,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0
3944,Ponta Delgada,1088.0,783.0173111111111,8.511057729468599,20.358695652173918,199.4,2.1673913043478263,2020,4,5,6.992096427415888,1239.4,1.0,1.0,1.0,3.0,2.0,6.0,5.0,3.0,11.0,17.0,6.0,7.0,55.0,1.0,5.0,1.0
3945,Povoação,766.0,780.2229861111111,8.480684631642513,17.92608695652174,264.3,2.872826086956522,2020,4,5,6.641182169740591,1036.6,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,11.0,0.0,1.0,0.0
3946,Ribeira Grande,763.0,775.9593027777778,8.434340247584542,14.908695652173911,301.3,3.275,2020,4,5,6.637258031284457,1001.5,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,12.0,6.0,4.0,3.0,23.0,1.0,2.0,0.0
3947,Santa Cruz da Graciosa,810.4929078014185,686.4784777777778,7.461722584541063,22.320652173913043,156.3,1.6989130434782609,2020,4,5,6.697642590738209,1044.3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0
3948,São Roque do Pico,810.4929078014185,737.3858027777778,8.015063073671499,16.472826086956523,336.9,3.66195652173913,2020,4,5,6.697642590738209,1051.2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
3949,Velas,749.0,717.3584666666667,7.79737463768116,27.5,196.4,2.134782608695652,2020,4,5,6.618738983517219,1045.6,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,5.0,1.0,0.0,0.0
3950,Vila da Praia da Vitória,782.0,694.4501083333333,7.548370742753623,17.70978260869565,303.5,3.2989130434782608,2020,4,5,6.661854740545311,1078.1,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,7.0,2.0,20.0,0.0,4.0,0.0
3951,Vila do Porto,810.4929078014185,755.1922222222222,8.20861111111111,30.45434782608696,143.4,1.558695652173913,2020,4,5,6.697642590738209,1779.3,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,10.0,1.0,0.0,0.0
3952,Vila Franca do Campo,829.0,780.8161944444445,8.487132548309178,19.48695652173913,291.6,3.1695652173913045,2020,4,5,6.720220155135295,879.2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,3.0,5.0,4.0,1.0,0.0
3955,Câmara de Lobos,1162.0,753.754675,8.192985597826087,9.466304347826089,487.9,5.303260869565217,2020,4,5,7.057897937411856,1015.9,0.0,1.0,0.0,2.0,1.0,4.0,3.0,1.0,2.0,14.0,1.0,7.0,36.0,4.0,1.0,0.0
3956,Funchal,1685.0,753.754675,8.192985597826087,9.466304347826089,487.9,5.303260869565217,2020,4,5,7.429520842786462,1238.7,1.0,1.0,4.0,7.0,5.0,16.0,8.0,28.0,28.0,45.0,12.0,16.0,73.0,7.0,7.0,4.0
3958,Ponta do Sol,1044.0,777.2748361111111,8.44863952294686,12.317391304347826,544.4,5.9173913043478255,2020,4,5,6.950814768442584,873.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0
3959,Porto Moniz,810.4929078014185,787.7071055555556,8.562033756038648,19.170652173913044,495.7000000000001,5.38804347826087,2020,4,5,6.697642590738209,880.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0
3962,Santa Cruz,1227.0,847.8350305555556,9.21559815821256,7.0086956521739125,158.7,1.725,2020,4,5,7.112327444710911,1066.1,0.0,0.0,1.0,4.0,1.0,6.0,4.0,13.0,4.0,12.0,6.0,6.0,24.0,4.0,3.0,0.0
3963,Santana,599.0,950.7618194444444,10.334367602657004,6.245652173913044,389.0,4.228260869565218,2020,4,5,6.395261598115449,906.1,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,4.0,10.0,2.0,3.0,0.0
3964,São Vicente,864.0,805.7528777777778,8.75818345410628,7.208695652173914,601.8,6.541304347826086,2020,4,5,6.761572768804055,863.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,4.0,0.0,1.0,1.0
3965,Arcos de Valdevez,711.0,1072.0356083333334,11.652560960144928,8.184782608695652,158.9,1.7271739130434782,2020,3,4,6.566672429803241,985.2,1.0,0.0,2.0,3.0,4.0,11.0,4.0,2.0,5.0,10.0,2.0,4.0,15.0,1.0,1.0,0.0
3969,Paredes de Coura,479.0,1070.3715305555556,11.63447315821256,8.389130434782608,136.6,1.4847826086956522,2020,3,4,6.171700597410915,964.2,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,1.0,0.0,0.0
3970,Ponte da Barca,642.0,1063.6844305555555,11.561787288647343,7.961956521739131,151.7,1.6489130434782608,2020,3,4,6.464588303689961,902.8,1.0,0.0,2.0,3.0,4.0,11.0,3.0,2.0,7.0,10.0,2.0,3.0,16.0,1.0,1.0,0.0
3971,Ponte de Lima,954.0,1067.1909333333333,11.599901449275364,8.846739130434782,141.20000000000002,1.5347826086956524,2020,3,4,6.860663671448287,960.3,0.0,0.0,1.0,2.0,3.0,15.0,2.0,2.0,3.0,13.0,6.0,2.0,39.0,2.0,1.0,2.0
3972,Valença,680.0,1080.580875,11.74544429347826,13.843478260869563,109.9,1.1945652173913044,2020,3,4,6.522092798170152,1004.9,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,7.0,6.0,4.0,23.0,5.0,1.0,1.0
3973,Viana do Castelo,990.0,1073.840175,11.672175815217392,14.121739130434785,109.5,1.190217391304348,2020,3,4,6.897704943128636,1153.0,2.0,0.0,2.0,5.0,3.0,20.0,2.0,6.0,7.0,24.0,12.0,4.0,66.0,16.0,1.0,4.0
3974,Vila Nova de Cerveira,717.0,1063.9620583333333,11.564804981884055,10.165217391304347,147.8,1.606521739130435,2020,3,4,6.57507584059962,1130.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,1.0,13.0,3.0,1.0,0.0
3975,Amares,728.0,1069.3517416666666,11.62338849637681,7.653260869565218,128.0,1.391304347826087,2020,3,4,6.590301048196686,984.2,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,5.0,2.0,3.0,31.0,0.0,0.0,0.0
3976,Barcelos,893.0,1067.05765,11.598452717391304,9.31195652173913,92.6,1.0065217391304346,2020,3,4,6.794586580876499,999.2,1.0,0.0,2.0,5.0,3.0,48.0,4.0,9.0,7.0,45.0,5.0,11.0,126.0,17.0,4.0,6.0
3977,Braga,1025.0,1073.5605805555556,11.669136745169082,8.504347826086956,91.6,0.9956521739130434,2020,3,4,6.932447891572509,1186.4,2.0,2.0,2.0,4.0,9.0,57.0,7.0,22.0,21.0,53.0,10.0,16.0,159.0,11.0,5.0,7.0
3978,Esposende,1141.0,1071.2113,11.64360108695652,11.965217391304348,90.8,0.9869565217391304,2020,3,4,7.039660349862076,1002.5,1.0,1.0,1.0,2.0,4.0,12.0,1.0,1.0,8.0,11.0,3.0,4.0,32.0,1.0,1.0,0.0
3979,Terras de Bouro,611.0,1068.5067111111111,11.614203381642511,7.691304347826088,136.5,1.483695652173913,2020,3,4,6.415096959171596,949.4,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,7.0,4.0,2.0,3.0,18.0,1.0,0.0,0.0
3980,Vila Verde,790.0,1071.3294555555556,11.64488538647343,8.104347826086956,109.7,1.192391304347826,2020,3,4,6.672032945461067,918.0,1.0,0.0,3.0,5.0,6.0,27.0,2.0,4.0,4.0,21.0,6.0,6.0,68.0,1.0,0.0,0.0
3981,Cabeceiras de Basto,789.0,1066.923725,11.596997010869568,9.122826086956522,123.5,1.3423913043478262,2020,3,4,6.670766320845874,847.3,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,8.0,6.0,2.0,2.0,17.0,1.0,0.0,0.0
3982,Fafe,722.0,1065.3672472222222,11.58007877415459,8.903260869565218,106.9,1.1619565217391306,2020,3,4,6.582025138892826,883.5,0.0,0.0,1.0,1.0,1.0,15.0,2.0,3.0,7.0,11.0,3.0,3.0,49.0,1.0,1.0,1.0
3983,Guimarães,927.0,1072.6183444444443,11.658895048309178,9.165217391304347,98.2,1.067391304347826,2020,3,4,6.831953565565855,1013.7,6.0,0.0,7.0,9.0,14.0,61.0,13.0,32.0,25.0,80.0,16.0,27.0,226.0,14.0,9.0,10.0
3984,Mondim de Basto,469.0,1079.812233333333,11.737089492753624,7.9543478260869565,109.9,1.1945652173913042,2020,3,4,6.150602768446279,834.8,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,4.0,4.0,2.0,1.0,19.0,1.0,0.0,0.0
3985,Póvoa de Lanhoso,756.0,1073.29015,11.666197282608696,8.319565217391304,113.4,1.2326086956521738,2020,3,4,6.628041376179533,882.7,0.0,0.0,1.0,2.0,1.0,11.0,1.0,2.0,2.0,5.0,1.0,2.0,18.0,0.0,1.0,1.0
3986,Vieira do Minho,612.0,1070.9634416666668,11.640906974637682,8.03804347826087,174.2,1.893478260869565,2020,3,4,6.416732282512326,855.3,0.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,4.0,6.0,4.0,3.0,14.0,3.0,0.0,0.0
3987,Vila Nova de Famalicão,940.0,1067.5541333333333,11.603849275362318,9.406521739130437,80.8,0.8782608695652173,2020,3,4,6.84587987526405,1135.8,0.0,1.0,2.0,9.0,6.0,50.0,6.0,15.0,17.0,46.0,12.0,12.0,132.0,14.0,7.0,2.0
3988,Vizela,861.0,1078.5571305555557,11.72344707125604,9.496739130434785,80.3,0.8728260869565218,2020,3,4,6.7580945044277305,904.9,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,2.0,21.0,3.0,1.0,0.0
3989,Arouca,667.0,1090.7547,11.856029347826086,8.154347826086957,80.3,0.8728260869565218,2020,3,4,6.502790045915623,975.6,2.0,1.0,2.0,6.0,1.0,9.0,5.0,2.0,5.0,10.0,3.0,9.0,58.0,3.0,6.0,0.0
3991,Gondomar,1102.0,1081.7152972222225,11.757774969806764,9.806521739130435,77.0,0.8369565217391305,2020,3,4,7.004881989712859,1046.4,2.0,2.0,2.0,11.0,3.0,74.0,6.0,7.0,12.0,46.0,17.0,20.0,188.0,30.0,10.0,1.0
3992,Maia,1251.0,1078.6175722222222,11.72410404589372,12.319565217391306,62.1,0.675,2020,3,4,7.1316985104669115,1297.5,5.0,1.0,2.0,12.0,6.0,68.0,7.0,22.0,14.0,68.0,15.0,25.0,165.0,55.0,10.0,11.0
3993,Matosinhos,1600.0,1082.2323638888888,11.763395259661834,11.978260869565217,63.8,0.6934782608695652,2020,3,4,7.3777589082278725,1387.5,3.0,4.0,3.0,8.0,9.0,54.0,7.0,22.0,20.0,61.0,13.0,19.0,127.0,44.0,12.0,23.0
3994,Oliveira de Azeméis,774.0,1081.416852777778,11.754531008454109,9.731521739130434,115.0,1.25,2020,3,4,6.651571873589727,1172.2,4.0,1.0,8.0,9.0,5.0,38.0,7.0,6.0,12.0,27.0,6.0,21.0,108.0,12.0,12.0,3.0
3995,Paredes,823.0,1110.4768027777775,12.070400030193236,12.588043478260868,61.0,0.6630434782608695,2020,3,4,6.71295620067707,960.9,0.0,0.0,1.0,9.0,2.0,29.0,3.0,4.0,4.0,18.0,7.0,9.0,89.0,14.0,5.0,2.0
3996,Porto,2009.0,1082.2323638888888,11.763395259661834,11.978260869565217,63.8,0.6934782608695652,2020,3,4,7.605392364814935,1498.3,8.0,11.0,11.0,8.0,20.0,72.0,20.0,39.0,72.0,119.0,36.0,30.0,213.0,53.0,24.0,43.0
3997,Póvoa de Varzim,1273.0,1073.7073694444443,11.670732276570048,12.19891304347826,68.9,0.7489130434782609,2020,3,4,7.149131598557407,1029.7,0.0,0.0,0.0,3.0,5.0,22.0,4.0,8.0,6.0,14.0,5.0,2.0,49.0,4.0,3.0,3.0
3999,Santo Tirso,867.0,1070.792752777778,11.63905166062802,9.622826086956522,71.7,0.7793478260869565,2020,3,4,6.7650389767805414,1040.9,1.0,0.0,2.0,7.0,4.0,20.0,1.0,8.0,6.0,29.0,9.0,10.0,95.0,10.0,3.0,0.0
4000,São João da Madeira,839.0,1083.3590722222225,11.77564208937198,9.580434782608696,105.2,1.1434782608695653,2020,3,4,6.732210706467206,1146.2,2.0,0.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,6.0,2.0,5.0,26.0,4.0,4.0,0.0
4002,Vale de Cambra,778.0,1083.3590722222225,11.77564208937198,9.580434782608696,105.2,1.1434782608695653,2020,3,4,6.656726524178391,1183.2,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,3.0,48.0,2.0,5.0,0.0
4003,Valongo,1079.0,1081.7152972222225,11.757774969806764,9.806521739130435,77.0,0.8369565217391305,2020,3,4,6.983789965258135,1117.0,3.0,2.0,1.0,5.0,4.0,38.0,2.0,4.0,6.0,26.0,11.0,8.0,101.0,18.0,7.0,1.0
